Qual órgão controla os tributos e a aduana no Brasil?	A <b>Receita Federal do Brasil</b>, que concentra o controle <b>fiscal</b> (arrecadação) e o controle <b>aduaneiro</b> (proteção da economia).	ComercioExterior::UnidadeI
Que caráter têm os tributos do comércio exterior?	Caráter <b>extrafiscal</b> (econômico/regulatório), e não arrecadatório: servem para proteger a economia nacional, não para gerar receita.	ComercioExterior::UnidadeI
Qual a <b>hierarquia das normas</b> tributárias?	<b>Constituição Federal &gt; Leis Complementares</b> (entre elas o CTN) <b>&gt; Leis Ordinárias &gt; Decretos</b> e atos administrativos.	ComercioExterior::UnidadeI
O que é <b>tributo</b> (CTN, art. 3º)?	Toda <b>prestação pecuniária compulsória</b>, instituída em lei, <b>que não constitui sanção de ato ilícito</b> e é cobrada por atividade administrativa vinculada.	ComercioExterior::UnidadeI
Quais as <b>espécies de tributo</b> segundo o CTN (art. 5º)?	<b>Impostos, taxas e contribuições de melhoria.</b>	ComercioExterior::UnidadeI
Quais as <b>finalidades</b> do tributo?	<b>Fiscal</b> (arrecadar), <b>extrafiscal</b> (intervir na economia) e <b>parafiscal</b> (beneficiar entidade que não é nível de governo, ex.: OAB, CFM).	ComercioExterior::UnidadeI
O que diz o <b>princípio da legalidade</b> tributária e qual sua exceção?	Só se exige tributo estabelecido por lei. <b>Exceção</b>: o Poder Executivo pode <b>alterar as alíquotas</b> de <b>II, IE, IPI e IOF</b> (impostos extrafiscais).	ComercioExterior::UnidadeI
O que é o <b>princípio da anterioridade</b> (e a nonagesimal)?	A lei não pode cobrar tributo <b>no mesmo exercício</b> em que foi publicada (anterioridade). A <b>nonagesimal</b> exige ainda <b>90 dias</b> entre a publicação e a cobrança.	ComercioExterior::UnidadeI
Defina <b>sujeito ativo</b>, <b>sujeito passivo</b>, <b>fato gerador</b> e <b>base de cálculo</b>.	<b>Sujeito ativo</b> = credor (a Fazenda). <b>Sujeito passivo</b> = devedor (ex.: importador). <b>Fato gerador</b> = situação prevista em lei que gera o tributo. <b>Base de cálculo</b> = valor sobre o qual incide a alíquota.	ComercioExterior::UnidadeI
O que são <b>zona primária</b> e <b>zona secundária</b> do território aduaneiro?	<b>Zona primária</b>: portos, aeroportos e pontos de fronteira alfandegados (contato com o exterior). <b>Zona secundária</b>: todo o restante do território aduaneiro.	ComercioExterior::UnidadeI
O que é a <b>valoração aduaneira</b> e qual acordo a rege?	É o procedimento que apura o <b>valor aduaneiro</b> (base de cálculo do II). É regida pelo <b>AVA-GATT</b> (Acordo de Valoração Aduaneira, artigo VII do GATT, da Rodada Uruguai/OMC).	ComercioExterior::UnidadeI
Qual o método prioritário de valoração aduaneira?	O <b>valor de transação</b> (o que foi efetivamente pago pela mercadoria). É a 'viga mestra' do acordo, baseado na boa-fé.	ComercioExterior::UnidadeI
